format,metric,date,number_of_records,value_actual
Other Tapes,Value,2011/12/14 5:01,1,
Other Tapes,Value,2011/12/11 17:29,1,
Other Tapes,Value,2011/11/20 5:25,1,
Other Tapes,Value,2011/10/12 7:13,1,
Other Tapes,Value,2011/9/13 23:36,1,
Other Tapes,Value,2011/8/31 9:44,1,
Other Tapes,Value,2011/8/20 20:01,1,
Other Tapes,Value,2011/8/18 14:55,1,
Other Tapes,Value,2011/8/11 2:56,1,
Other Tapes,Value,2011/8/4 7:25,1,
Other Tapes,Value,2011/7/27 23:00,1,
Other Tapes,Value,2011/7/7 23:25,1,
Other Tapes,Value,2011/7/5 15:42,1,
Other Tapes,Value,2011/7/4 9:18,1,
Other Tapes,Value,2011/6/16 11:51,1,
Other Tapes,Value,2011/5/25 5:40,1,
Other Tapes,Value,2011/5/16 13:39,1,
Other Tapes,Value,2011/4/27 20:38,1,
Other Tapes,Value,2011/4/27 11:21,1,
Other Tapes,Value,2011/4/17 11:21,1,
Paid Subscription,Value,2011/4/6 8:30,1,
Paid Subscription,Value,2011/3/24 20:23,1,
Paid Subscription,Value,2011/3/23 4:24,1,
Paid Subscription,Value,2011/3/23 4:16,1,
Paid Subscription,Value,2011/3/1 10:37,1,
Paid Subscription,Value,2011/2/21 5:07,1,
Paid Subscription,Value,2011/2/12 11:00,1,
Paid Subscription,Value,2011/1/21 15:11,1,
Paid Subscription,Value,2011/1/8 19:38,1,
Paid Subscription,Value,2010/12/25 23:24,1,
Paid Subscription,Value,2010/12/14 0:27,1,
Paid Subscription,Value,2010/12/9 2:54,1,
Paid Subscription,Value,2010/12/1 6:31,1,
Paid Subscription,Value,2010/11/21 14:45,1,
Paid Subscription,Value,2010/11/19 7:25,1,
Paid Subscription,Value,2010/11/10 8:26,1,
Paid Subscription,Value,2010/11/9 13:05,1,
Paid Subscription,Value,2010/11/9 6:56,1,
Paid Subscription,Value,2010/10/27 11:27,1,
Paid Subscription,Value,2010/10/8 9:58,1,
Paid Subscription,Value,2010/9/24 12:02,1,
Paid Subscription,Value,2010/9/18 5:04,1,
Paid Subscription,Value,2010/9/8 19:51,1,
Paid Subscription,Value,2010/9/5 23:37,1,
Paid Subscription,Value,2010/9/3 12:04,1,
Paid Subscription,Value,2010/8/17 4:19,1,
Paid Subscription,Value,2010/7/15 1:49,1,
Paid Subscription,Value,2010/7/6 23:54,1,
Paid Subscription,Value,2010/6/26 6:04,1,
Paid Subscription,Value,2010/6/21 6:42,1,
Paid Subscription,Value,2010/6/17 4:24,1,
Paid Subscription,Value,2010/4/17 2:21,1,
Paid Subscription,Value,2010/4/16 4:38,1,149.2
Paid Subscription,Value,2010/4/6 18:33,1,206.2
Paid Subscription,Value,2010/3/18 16:11,1,234
Paid Subscription,Value,2010/3/15 15:55,1,221.4
Paid Subscription,Value,2010/3/14 18:44,1,206.2
Paid Subscription,Value,2010/3/8 22:44,1,212.4
Paid Subscription,Value,2010/3/8 22:02,1,247.8
Paid Subscription,Value,2010/2/28 22:24,1,399.8825311
Paid Subscription,Value,2010/2/26 22:46,1,643.3242888
Paid Subscription,Value,2010/2/24 19:55,1,770.2705591
Paid Subscription,Value,2010/1/15 19:17,1,1156.708514
Paid Subscription,Value,2009/12/31 16:24,1,2244.154254
Paid Subscription,Value,2009/12/31 12:50,1,3500.549813
Paid Subscription,Value,2009/11/25 1:36,1,4655.968522
Paid Subscription,Value,2009/11/21 20:53,1,5934.397625
Ringtones & Ringbacks,Value,2009/11/18 17:36,1,
Ringtones & Ringbacks,Value,2009/11/18 7:07,1,
Ringtones & Ringbacks,Value,2009/11/14 19:58,1,
Ringtones & Ringbacks,Value,2009/11/7 11:31,1,
Ringtones & Ringbacks,Value,2009/11/7 10:41,1,
Ringtones & Ringbacks,Value,2009/10/11 12:49,1,
Ringtones & Ringbacks,Value,2009/10/8 2:57,1,
Ringtones & Ringbacks,Value,2009/9/27 22:22,1,
Ringtones & Ringbacks,Value,2009/9/18 20:13,1,
Ringtones & Ringbacks,Value,2009/9/4 2:23,1,
Ringtones & Ringbacks,Value,2009/8/23 21:17,1,
Ringtones & Ringbacks,Value,2009/7/31 2:13,1,
Ringtones & Ringbacks,Value,2009/7/16 6:39,1,
Ringtones & Ringbacks,Value,2009/7/3 4:02,1,
Ringtones & Ringbacks,Value,2009/6/27 13:08,1,
Ringtones & Ringbacks,Value,2009/6/20 11:04,1,
Ringtones & Ringbacks,Value,2009/6/18 4:39,1,
Ringtones & Ringbacks,Value,2009/6/9 22:42,1,
Ringtones & Ringbacks,Value,2009/5/31 6:05,1,
Ringtones & Ringbacks,Value,2009/5/13 20:20,1,
Ringtones & Ringbacks,Value,2009/5/4 11:39,1,
Ringtones & Ringbacks,Value,2009/4/20 4:01,1,
Ringtones & Ringbacks,Value,2009/4/10 18:42,1,
Ringtones & Ringbacks,Value,2009/3/4 0:38,1,
Ringtones & Ringbacks,Value,2009/2/20 12:15,1,
Ringtones & Ringbacks,Value,2009/2/7 19:51,1,
Ringtones & Ringbacks,Value,2009/1/12 22:24,1,
Ringtones & Ringbacks,Value,2009/1/10 7:42,1,
Ringtones & Ringbacks,Value,2008/12/24 15:51,1,
Ringtones & Ringbacks,Value,2008/12/12 11:36,1,
Ringtones & Ringbacks,Value,2008/12/9 6:08,1,
Ringtones & Ringbacks,Value,2008/11/24 22:01,1,
Ringtones & Ringbacks,Value,2008/11/21 0:26,1,421.6
Ringtones & Ringbacks,Value,2008/11/18 9:41,1,773.8
Ringtones & Ringbacks,Value,2008/11/9 2:38,1,1055.8
Ringtones & Ringbacks,Value,2008/10/21 2:20,1,977.1
Ringtones & Ringbacks,Value,2008/10/10 9:34,1,702.8
Ringtones & Ringbacks,Value,2008/10/7 2:45,1,448
Ringtones & Ringbacks,Value,2008/9/9 9:49,1,276.2
Ringtones & Ringbacks,Value,2008/8/16 14:40,1,145.9929351
Ringtones & Ringbacks,Value,2008/8/12 11:44,1,97.99961233
Ringtones & Ringbacks,Value,2008/8/7 6:07,1,66.31137067
Ringtones & Ringbacks,Value,2008/7/23 14:45,1,54.58202422
Ringtones & Ringbacks,Value,2008/7/22 19:34,1,56.32529913
Ringtones & Ringbacks,Value,2008/7/11 14:35,1,35.51373565
Ringtones & Ringbacks,Value,2008/7/8 15:55,1,24.9578598
Ringtones & Ringbacks,Value,2008/7/1 17:40,1,21.4267369
SACD,Value,2008/6/27 2:01,1,
SACD,Value,2008/6/18 13:45,1,
SACD,Value,2008/5/29 21:23,1,
SACD,Value,2008/5/24 10:18,1,
SACD,Value,2008/5/22 20:50,1,
SACD,Value,2008/5/6 1:08,1,
SACD,Value,2008/4/30 1:18,1,
SACD,Value,2008/4/6 16:03,1,
SACD,Value,2008/3/15 11:29,1,
SACD,Value,2008/2/24 19:33,1,
SACD,Value,2008/2/19 13:30,1,
SACD,Value,2008/2/18 8:51,1,
SACD,Value,2008/2/17 12:19,1,
SACD,Value,2008/2/16 8:38,1,
SACD,Value,2008/1/18 1:17,1,
SACD,Value,2008/1/9 3:53,1,
SACD,Value,2007/12/26 6:46,1,
SACD,Value,2007/12/20 17:00,1,
SACD,Value,2007/10/25 19:35,1,
SACD,Value,2007/10/12 9:14,1,
SACD,Value,2007/10/7 13:31,1,
SACD,Value,2007/9/22 17:57,1,
SACD,Value,2007/6/11 9:47,1,
SACD,Value,2007/6/8 13:32,1,
SACD,Value,2007/6/7 21:28,1,
SACD,Value,2007/5/16 16:20,1,
SACD,Value,2007/5/16 4:45,1,
SACD,Value,2007/5/4 17:52,1,
SACD,Value,2007/4/18 12:44,1,
SACD,Value,2007/4/16 14:56,1,
SACD,Value,2007/3/17 6:48,1,26.3
SACD,Value,2007/3/15 2:20,1,16.6
SACD,Value,2007/3/7 15:16,1,10
SACD,Value,2007/2/2 12:48,1,5.5
SACD,Value,2007/1/26 22:22,1,3.6
SACD,Value,2007/1/22 7:24,1,3.1
SACD,Value,2007/1/18 13:51,1,2.4
SACD,Value,2007/1/17 9:50,1,1.7
SACD,Value,2007/1/1 11:43,1,1.5
SACD,Value,2006/12/9 6:31,1,1.3425
SACD,Value,2006/12/7 11:42,1,0.9783826
SACD,Value,2006/12/1 6:09,1,0.76344539
SACD,Value,2006/11/13 15:16,1,1.04346656
SACD,Value,2006/10/24 8:42,1,1.20686148
SACD,Value,2006/10/14 18:10,1,0.85057856
SACD,Value,2006/10/9 4:45,1,0.85969971
SACD,Value,2006/10/7 12:18,1,0.433302292
SoundExchange Distributions,Value,2006/10/2 19:10,1,
SoundExchange Distributions,Value,2006/9/27 8:33,1,
SoundExchange Distributions,Value,2006/9/23 18:52,1,
SoundExchange Distributions,Value,2006/9/2 17:57,1,
SoundExchange Distributions,Value,2006/9/2 4:26,1,
SoundExchange Distributions,Value,2006/8/29 1:38,1,
SoundExchange Distributions,Value,2006/8/18 0:03,1,
SoundExchange Distributions,Value,2006/8/17 10:43,1,
SoundExchange Distributions,Value,2006/8/15 10:52,1,
SoundExchange Distributions,Value,2006/8/9 4:30,1,
SoundExchange Distributions,Value,2006/7/15 23:55,1,
SoundExchange Distributions,Value,2006/7/15 15:22,1,
SoundExchange Distributions,Value,2006/6/7 0:06,1,
SoundExchange Distributions,Value,2006/5/28 1:32,1,
SoundExchange Distributions,Value,2006/5/21 7:51,1,
SoundExchange Distributions,Value,2006/5/7 17:45,1,
SoundExchange Distributions,Value,2006/5/6 15:39,1,
SoundExchange Distributions,Value,2006/4/25 18:46,1,
SoundExchange Distributions,Value,2006/4/8 13:16,1,
SoundExchange Distributions,Value,2006/4/4 11:30,1,
SoundExchange Distributions,Value,2006/3/14 3:21,1,
SoundExchange Distributions,Value,2006/2/26 7:30,1,
SoundExchange Distributions,Value,2006/2/6 1:57,1,
SoundExchange Distributions,Value,2006/2/4 8:38,1,
SoundExchange Distributions,Value,2006/1/28 3:33,1,
SoundExchange Distributions,Value,2006/1/27 1:27,1,
SoundExchange Distributions,Value,2006/1/26 0:00,1,
SoundExchange Distributions,Value,2006/1/10 23:25,1,
SoundExchange Distributions,Value,2006/1/8 5:20,1,
SoundExchange Distributions,Value,2005/12/29 10:05,1,
SoundExchange Distributions,Value,2005/12/24 15:30,1,
SoundExchange Distributions,Value,2005/12/3 12:45,1,6.9
SoundExchange Distributions,Value,2005/12/1 10:40,1,20.4
SoundExchange Distributions,Value,2005/11/29 7:33,1,32.8
SoundExchange Distributions,Value,2005/11/15 5:19,1,36.2
SoundExchange Distributions,Value,2005/11/11 20:34,1,100
SoundExchange Distributions,Value,2005/11/9 7:33,1,155.5
SoundExchange Distributions,Value,2005/11/2 7:04,1,249.2
SoundExchange Distributions,Value,2005/11/2 5:16,1,292
SoundExchange Distributions,Value,2005/10/26 21:30,1,462
SoundExchange Distributions,Value,2005/9/30 19:04,1,590.4
SoundExchange Distributions,Value,2005/9/14 1:08,1,773.4
SoundExchange Distributions,Value,2005/9/2 7:59,1,802.6
SoundExchange Distributions,Value,2005/8/20 12:10,1,883.9
SoundExchange Distributions,Value,2005/8/9 14:35,1,652
SoundExchange Distributions,Value,2005/7/1 22:36,1,952.8
SoundExchange Distributions,Value,2005/6/18 19:40,1,908.2
Synchronization,Value,2005/6/5 1:56,1,
Synchronization,Value,2005/6/3 8:15,1,
Synchronization,Value,2005/5/27 14:12,1,
Synchronization,Value,2005/5/14 13:02,1,
Synchronization,Value,2005/5/7 9:31,1,
Synchronization,Value,2005/5/2 20:10,1,
Synchronization,Value,2005/4/22 11:18,1,
Synchronization,Value,2005/4/19 7:37,1,
Synchronization,Value,2005/4/16 10:40,1,
Synchronization,Value,2005/4/15 6:54,1,
Synchronization,Value,2005/4/14 14:05,1,
Synchronization,Value,2005/4/11 5:20,1,
Synchronization,Value,2005/4/6 1:30,1,
Synchronization,Value,2005/4/5 17:48,1,
Synchronization,Value,2005/4/3 1:45,1,
Synchronization,Value,2005/4/2 22:52,1,
Synchronization,Value,2005/3/31 22:15,1,
Synchronization,Value,2005/3/18 16:48,1,
Synchronization,Value,2005/3/12 22:16,1,
Synchronization,Value,2005/3/9 15:47,1,
Synchronization,Value,2005/3/9 12:49,1,
Synchronization,Value,2005/3/6 17:32,1,
Synchronization,Value,2005/2/17 22:52,1,
Synchronization,Value,2005/1/19 1:43,1,
Synchronization,Value,2005/1/2 23:09,1,
Synchronization,Value,2005/1/1 3:44,1,
Synchronization,Value,2004/12/29 7:11,1,
Synchronization,Value,2004/12/13 11:35,1,
Synchronization,Value,2004/12/11 15:36,1,
Synchronization,Value,2004/11/30 8:32,1,
Synchronization,Value,2004/11/17 3:13,1,
Synchronization,Value,2004/10/14 11:41,1,
Synchronization,Value,2004/10/10 11:05,1,
Synchronization,Value,2004/10/7 13:14,1,
Synchronization,Value,2004/10/4 4:39,1,
Synchronization,Value,2004/9/28 8:57,1,
Synchronization,Value,2004/9/3 12:07,1,201.2
Synchronization,Value,2004/8/22 10:01,1,188.7
Synchronization,Value,2004/7/29 12:41,1,196.5
Synchronization,Value,2004/7/25 5:29,1,190.597753
Synchronization,Value,2004/7/22 3:34,1,189.679434
Synchronization,Value,2004/7/16 0:11,1,189.713099
Synchronization,Value,2004/7/4 16:58,1,202.934888
Synchronization,Value,2004/7/3 20:47,1,214.8389765
Synchronization,Value,2004/6/12 7:13,1,232.0865229
Synchronization,Value,2004/6/11 15:41,1,285.5134913
Synchronization,Value,2004/6/5 20:34,1,276.2623602
Vinyl Single,Value,2004/6/4 13:41,1,190
Vinyl Single,Value,2004/6/3 21:59,1,194
Vinyl Single,Value,2004/6/3 9:40,1,211.5
Vinyl Single,Value,2004/5/18 11:12,1,245.1
Vinyl Single,Value,2004/5/17 2:08,1,245.1
Vinyl Single,Value,2004/5/6 2:22,1,260.3
Vinyl Single,Value,2004/4/23 0:33,1,353.6
Vinyl Single,Value,2004/4/22 21:19,1,250
Vinyl Single,Value,2004/4/22 4:21,1,256.4
Vinyl Single,Value,2004/4/6 3:24,1,283
Vinyl Single,Value,2004/3/26 16:35,1,269.3
Vinyl Single,Value,2004/3/25 9:39,1,298.7
Vinyl Single,Value,2004/2/27 1:18,1,281
Vinyl Single,Value,2004/2/2 18:52,1,228.1
Vinyl Single,Value,2004/1/22 1:06,1,203.3
Vinyl Single,Value,2004/1/17 20:11,1,180.4
Vinyl Single,Value,2004/1/16 11:17,1,116.4
Vinyl Single,Value,2004/1/2 4:27,1,94.4
Vinyl Single,Value,2003/12/9 22:36,1,63.9
Vinyl Single,Value,2003/11/26 2:00,1,66.4
Vinyl Single,Value,2003/11/10 13:54,1,51.2
Vinyl Single,Value,2003/11/1 14:09,1,47.2
Vinyl Single,Value,2003/10/16 0:47,1,46.7
Vinyl Single,Value,2003/10/13 14:06,1,47.5
Vinyl Single,Value,2003/10/7 0:23,1,35.6
Vinyl Single,Value,2003/9/27 12:59,1,25.7
Vinyl Single,Value,2003/9/22 3:45,1,27.9
Vinyl Single,Value,2003/9/21 7:40,1,26.3
Vinyl Single,Value,2003/9/20 19:04,1,31.4
Vinyl Single,Value,2003/9/2 20:00,1,24.9
Vinyl Single,Value,2003/8/26 22:08,1,21.5
Vinyl Single,Value,2003/8/26 8:44,1,19.9
Vinyl Single,Value,2003/8/17 13:16,1,13.2
Vinyl Single,Value,2003/8/1 4:09,1,9.9
Vinyl Single,Value,2003/7/21 5:11,1,4
Vinyl Single,Value,2003/6/22 22:53,1,2.9
Vinyl Single,Value,2003/6/21 14:49,1,2.5
Vinyl Single,Value,2003/6/16 17:17,1,2.3
Vinyl Single,Value,2003/6/10 14:11,1,4.6
Vinyl Single,Value,2003/5/27 23:32,1,4.743055893
Vinyl Single,Value,2003/5/19 3:38,1,2.978937179
Vinyl Single,Value,2003/5/18 7:51,1,5.49935429
Vinyl Single,Value,2003/5/15 6:28,1,5.752954082
Vinyl Single,Value,2003/4/28 13:06,1,4.880679689
Vinyl Single,Value,2003/4/13 17:58,1,6.07838535
Vinyl Single,Value,2003/4/7 9:25,1,5.290337079
Vinyl Single,Value,2003/4/1 4:40,1,6.795945687
8 - Track,Value (Adjusted),2003/3/27 5:50,1,2815.681824
8 - Track,Value (Adjusted),2003/2/25 23:13,1,2848.008609
8 - Track,Value (Adjusted),2003/2/12 23:45,1,2770.409498
8 - Track,Value (Adjusted),2003/2/12 2:37,1,3047.215772
8 - Track,Value (Adjusted),2003/2/6 17:00,1,3421.416287
8 - Track,Value (Adjusted),2003/2/5 6:16,1,3717.221411
8 - Track,Value (Adjusted),2003/2/4 14:07,1,2409.72569
8 - Track,Value (Adjusted),2003/1/30 6:02,1,1635.087852
8 - Track,Value (Adjusted),2002/11/28 15:41,1,880.3150825
8 - Track,Value (Adjusted),2002/11/21 0:11,1,95.37463212
8 - Track,Value (Adjusted),2002/11/12 21:49,1,
8 - Track,Value (Adjusted),2002/11/10 22:13,1,
8 - Track,Value (Adjusted),2002/10/9 12:00,1,
8 - Track,Value (Adjusted),2002/10/4 10:08,1,
8 - Track,Value (Adjusted),2002/9/24 16:48,1,
8 - Track,Value (Adjusted),2002/8/14 7:48,1,
8 - Track,Value (Adjusted),2002/8/11 20:42,1,
8 - Track,Value (Adjusted),2002/8/10 18:01,1,
8 - Track,Value (Adjusted),2002/7/25 15:57,1,
8 - Track,Value (Adjusted),2002/7/22 11:16,1,
8 - Track,Value (Adjusted),2002/6/29 16:31,1,
8 - Track,Value (Adjusted),2002/6/15 11:51,1,
8 - Track,Value (Adjusted),2002/6/13 15:29,1,
8 - Track,Value (Adjusted),2002/6/2 4:28,1,
8 - Track,Value (Adjusted),2002/4/3 19:10,1,
8 - Track,Value (Adjusted),2002/4/2 2:36,1,
8 - Track,Value (Adjusted),2002/3/28 21:29,1,
8 - Track,Value (Adjusted),2002/3/19 5:56,1,
8 - Track,Value (Adjusted),2002/3/19 2:56,1,
8 - Track,Value (Adjusted),2002/3/18 14:44,1,
8 - Track,Value (Adjusted),2002/3/9 1:20,1,
8 - Track,Value (Adjusted),2002/3/3 21:10,1,
8 - Track,Value (Adjusted),2002/3/1 3:53,1,
8 - Track,Value (Adjusted),2002/2/9 19:50,1,
8 - Track,Value (Adjusted),2002/2/1 19:07,1,
8 - Track,Value (Adjusted),2002/1/20 16:42,1,
8 - Track,Value (Adjusted),2002/1/3 12:19,1,
8 - Track,Value (Adjusted),2001/12/14 17:58,1,
8 - Track,Value (Adjusted),2001/12/12 16:56,1,
8 - Track,Value (Adjusted),2001/11/26 6:51,1,
8 - Track,Value (Adjusted),2001/11/13 10:58,1,
8 - Track,Value (Adjusted),2001/11/11 12:14,1,
8 - Track,Value (Adjusted),2001/10/27 19:20,1,
8 - Track,Value (Adjusted),2001/10/14 12:03,1,
8 - Track,Value (Adjusted),2001/10/12 3:11,1,
8 - Track,Value (Adjusted),2001/10/6 6:29,1,
8 - Track,Value (Adjusted),2001/9/25 11:54,1,
CD,Value (Adjusted),2001/8/26 16:08,1,
CD,Value (Adjusted),2001/8/18 13:57,1,
CD,Value (Adjusted),2001/7/26 21:20,1,
CD,Value (Adjusted),2001/7/23 22:19,1,
CD,Value (Adjusted),2001/5/6 4:30,1,
CD,Value (Adjusted),2001/4/27 9:46,1,
CD,Value (Adjusted),2001/4/23 6:12,1,
CD,Value (Adjusted),2001/4/14 6:40,1,
CD,Value (Adjusted),2001/4/13 0:29,1,
CD,Value (Adjusted),2001/2/9 21:27,1,
CD,Value (Adjusted),2001/2/4 5:53,1,44.14960241
CD,Value (Adjusted),2001/1/28 16:19,1,254.1806362
CD,Value (Adjusted),2000/12/15 13:22,1,925.4498281
CD,Value (Adjusted),2000/12/15 3:46,1,2169.585545
CD,Value (Adjusted),2000/11/28 12:20,1,3586.399606
CD,Value (Adjusted),2000/11/13 0:28,1,4516.462927
CD,Value (Adjusted),2000/11/6 7:18,1,5335.190475
CD,Value (Adjusted),2000/10/11 23:29,1,6751.535587
CD,Value (Adjusted),2000/9/24 6:57,1,8142.168641
CD,Value (Adjusted),2000/9/23 4:00,1,9706.037138
CD,Value (Adjusted),2000/9/19 22:12,1,11520.31135
CD,Value (Adjusted),2000/8/25 1:12,1,14601.94788
CD,Value (Adjusted),2000/8/13 3:00,1,15730.95769
CD,Value (Adjusted),2000/8/1 16:48,1,16187.86232
CD,Value (Adjusted),2000/7/31 7:06,1,15793.54966
CD,Value (Adjusted),2000/7/19 17:40,1,17905.40069
CD,Value (Adjusted),2000/7/9 1:08,1,19667.32779
CD,Value (Adjusted),2000/7/7 1:34,1,19618.92814
CD,Value (Adjusted),2000/6/27 10:06,1,18635.67745
CD,Value (Adjusted),2000/6/23 9:03,1,17115.94482
CD,Value (Adjusted),2000/6/22 20:02,1,15607.44302
CD,Value (Adjusted),2000/6/18 13:40,1,15491.67735
CD,Value (Adjusted),2000/6/14 16:39,1,13771.44276
CD,Value (Adjusted),2000/6/4 3:17,1,11885.76785
CD,Value (Adjusted),2000/6/3 3:24,1,9190.702658
CD,Value (Adjusted),2000/6/2 18:44,1,6496.779627
CD,Value (Adjusted),2000/5/29 16:46,1,5146.57822
CD,Value (Adjusted),2000/5/6 11:51,1,3973.859173
CD,Value (Adjusted),2000/5/3 10:40,1,3524.136143
CD,Value (Adjusted),2000/4/21 13:42,1,2767.776149
CD,Value (Adjusted),2000/4/4 13:38,1,2349.534897
CD,Value (Adjusted),2000/3/28 15:27,1,1918.215115
CD,Value (Adjusted),2000/3/19 5:11,1,1558.633452
CD,Value (Adjusted),2000/3/6 8:29,1,1204.497778
CD,Value (Adjusted),2000/2/18 9:25,1,1102.774352
CD,Value (Adjusted),2000/2/17 14:22,1,711.0412395
CD,Value (Adjusted),2000/1/18 16:43,1,614.5097799
CD Single,Value (Adjusted),2000/1/18 8:33,1,
CD Single,Value (Adjusted),1999/12/16 0:07,1,
CD Single,Value (Adjusted),1999/12/11 17:31,1,
CD Single,Value (Adjusted),1999/12/10 18:56,1,
CD Single,Value (Adjusted),1999/12/3 17:24,1,
CD Single,Value (Adjusted),1999/12/1 19:38,1,
CD Single,Value (Adjusted),1999/11/30 2:18,1,
CD Single,Value (Adjusted),1999/11/15 20:01,1,
CD Single,Value (Adjusted),1999/11/7 17:53,1,
CD Single,Value (Adjusted),1999/10/26 17:19,1,
CD Single,Value (Adjusted),1999/9/8 23:55,1,
CD Single,Value (Adjusted),1999/9/8 14:41,1,
CD Single,Value (Adjusted),1999/8/16 5:18,1,
CD Single,Value (Adjusted),1999/8/6 3:22,1,
CD Single,Value (Adjusted),1999/8/3 18:25,1,
CD Single,Value (Adjusted),1999/7/10 8:11,1,21.17868639
CD Single,Value (Adjusted),1999/7/7 4:14,1,-1.443225
CD Single,Value (Adjusted),1999/6/25 6:27,1,11.73635807
CD Single,Value (Adjusted),1999/5/23 7:02,1,65.88517401
CD Single,Value (Adjusted),1999/4/26 11:33,1,82.1819722
CD Single,Value (Adjusted),1999/4/26 9:49,1,81.03176886
CD Single,Value (Adjusted),1999/3/31 23:54,1,96.77704251
CD Single,Value (Adjusted),1999/3/28 15:37,1,186.0391161
CD Single,Value (Adjusted),1999/3/2 22:23,1,299.9773977
CD Single,Value (Adjusted),1999/2/18 23:15,1,434.3779682
CD Single,Value (Adjusted),1999/2/1 14:24,1,334.3930822
CD Single,Value (Adjusted),1999/1/19 2:32,1,341.2852149
CD Single,Value (Adjusted),1999/1/14 8:06,1,211.8597787
CD Single,Value (Adjusted),1999/1/12 19:24,1,114.6197956
CD Single,Value (Adjusted),1999/1/11 5:18,1,27.85368093
CD Single,Value (Adjusted),1999/1/2 18:25,1,50.01984783
CD Single,Value (Adjusted),1998/12/22 9:24,1,20.30097935
CD Single,Value (Adjusted),1998/11/23 20:20,1,14.26861905
CD Single,Value (Adjusted),1998/11/11 16:46,1,9.764677083
CD Single,Value (Adjusted),1998/10/3 12:58,1,15.04590159
CD Single,Value (Adjusted),1998/9/4 9:16,1,4.156001078
CD Single,Value (Adjusted),1998/9/1 11:15,1,3.694172567
CD Single,Value (Adjusted),1998/8/30 0:20,1,3.400068331
CD Single,Value (Adjusted),1998/8/8 12:55,1,3.977965137
CD Single,Value (Adjusted),1998/7/28 14:16,1,3.59119832
CD Single,Value (Adjusted),1998/3/24 9:08,1,2.684056894
CD Single,Value (Adjusted),1998/3/22 22:25,1,3.905023683
CD Single,Value (Adjusted),1998/1/8 16:10,1,1.291079457
CD Single,Value (Adjusted),1998/1/4 23:00,1,0.280361354
CD Single,Value (Adjusted),1997/12/28 3:58,1,1.542258972
CD Single,Value (Adjusted),1997/12/9 8:15,1,0.157981482
CD Single,Value (Adjusted),1997/11/7 7:46,1,0.181678878
Cassette,Value (Adjusted),1997/10/9 18:47,1,437.6110811
Cassette,Value (Adjusted),1997/10/1 14:26,1,452.1965598
Cassette,Value (Adjusted),1997/9/30 12:31,1,469.4964981
Cassette,Value (Adjusted),1997/9/5 11:41,1,654.6436714
Cassette,Value (Adjusted),1997/8/20 17:16,1,1053.003089
Cassette,Value (Adjusted),1997/8/15 1:05,1,1763.71961
Cassette,Value (Adjusted),1997/7/30 3:01,1,2044.551711
Cassette,Value (Adjusted),1997/7/4 12:22,1,2187.356614
Cassette,Value (Adjusted),1997/5/22 8:30,1,2989.133769
Cassette,Value (Adjusted),1997/4/27 22:34,1,3667.949394
Cassette,Value (Adjusted),1997/2/19 4:31,1,4648.285756
Cassette,Value (Adjusted),1997/2/15 15:23,1,5865.839483
Cassette,Value (Adjusted),1997/2/6 18:28,1,5729.710553
Cassette,Value (Adjusted),1997/1/28 17:49,1,5830.425835
Cassette,Value (Adjusted),1997/1/23 10:03,1,6660.810061
Cassette,Value (Adjusted),1997/1/22 21:13,1,7315.507276
Cassette,Value (Adjusted),1997/1/4 6:46,1,6898.20315
Cassette,Value (Adjusted),1997/1/3 15:08,1,6792.221628
Cassette,Value (Adjusted),1996/12/17 4:16,1,5668.002035
Cassette,Value (Adjusted),1996/12/10 6:09,1,5678.573835
Cassette,Value (Adjusted),1996/12/4 17:00,1,5158.786717
Cassette,Value (Adjusted),1996/12/1 13:19,1,5134.531004
Cassette,Value (Adjusted),1996/11/22 10:06,1,3864.379693
Cassette,Value (Adjusted),1996/11/8 16:02,1,3104.546094
Cassette,Value (Adjusted),1996/10/30 12:48,1,2425.476099
Cassette,Value (Adjusted),1996/10/28 4:46,1,2227.039106
Cassette,Value (Adjusted),1996/10/23 8:28,1,1629.084461
Cassette,Value (Adjusted),1996/10/19 19:01,1,929.3918815
Cassette,Value (Adjusted),1996/10/7 17:43,1,524.5948831
Cassette,Value (Adjusted),1996/10/5 19:21,1,298.1480745
Cassette,Value (Adjusted),1996/8/17 15:46,1,150.1984875
Cassette,Value (Adjusted),1996/8/15 16:07,1,32.07554738
Cassette,Value (Adjusted),1996/8/9 18:14,1,17.14852381
Cassette,Value (Adjusted),1996/8/7 3:16,1,4.69211756
Cassette,Value (Adjusted),1996/8/6 4:50,1,3.699811867
Cassette,Value (Adjusted),1996/8/5 19:27,1,1.068685991
Cassette,Value (Adjusted),1996/8/5 15:19,1,
Cassette,Value (Adjusted),1996/7/17 3:16,1,
Cassette,Value (Adjusted),1996/7/12 14:04,1,
Cassette,Value (Adjusted),1996/6/25 11:22,1,
Cassette,Value (Adjusted),1996/5/8 1:02,1,
Cassette,Value (Adjusted),1996/5/1 13:19,1,
Cassette,Value (Adjusted),1996/3/31 0:53,1,
Cassette,Value (Adjusted),1996/3/30 4:03,1,
Cassette,Value (Adjusted),1996/3/29 20:30,1,
Cassette,Value (Adjusted),1996/3/25 17:00,1,
Cassette,Value (Adjusted),1996/3/13 8:31,1,
Cassette Single,Value (Adjusted),1996/2/16 7:03,1,
Cassette Single,Value (Adjusted),1996/2/15 2:38,1,
Cassette Single,Value (Adjusted),1996/1/18 17:10,1,
Cassette Single,Value (Adjusted),1996/1/15 13:44,1,
Cassette Single,Value (Adjusted),1995/12/27 12:55,1,
