用户编号,满意度,评分,总项目数,每月平均工作小时数（小时）,工龄（年）,工作事故,离职,5年内升职,部门,薪资
10706,1,0.86,4,245,4,0,0,0,销售部,中
10707,0.93,0.59,3,243,2,1,0,0,销售部,中
10708,0.96,0.55,3,225,4,1,0,0,销售部,中
10709,0.56,0.41,5,152,3,0,0,0,销售部,中
10710,0.49,0.66,5,194,3,0,0,0,销售部,中
10711,0.89,0.51,4,185,3,1,0,0,销售部,高
10712,0.57,0.91,3,193,2,0,0,0,销售部,低
10713,0.96,0.64,3,166,2,0,0,0,财务部,中
10714,0.65,0.89,5,223,3,1,0,0,财务部,中
10715,0.14,0.66,5,241,4,1,0,0,财务部,中
10716,0.64,0.49,3,241,3,0,0,0,人力资源部,中
10717,0.98,0.91,3,165,2,1,0,0,人力资源部,中
10718,0.71,0.59,4,143,2,0,0,0,人力资源部,中
10719,0.96,0.49,5,137,3,0,0,0,人力资源部,中
10720,0.9,0.57,4,185,3,1,0,0,技术部,中
10721,0.52,0.96,3,241,3,1,0,0,技术部,中
10722,0.78,0.98,4,207,2,1,0,0,技术部,中
10723,0.62,0.69,4,184,3,0,0,0,技术部,低
10724,0.6,0.8,4,243,2,0,0,0,技术部,低
10725,0.82,0.62,3,152,6,0,0,0,技术部,低
10726,0.52,0.55,3,225,2,0,0,0,技术部,低
10727,0.13,0.84,5,189,5,0,0,0,技术部,低
10728,0.97,0.93,3,153,2,0,0,0,技术部,低
10729,0.63,0.9,4,245,3,0,0,0,技术部,低
10730,0.68,0.78,5,233,3,0,0,0,技术部,高
10731,0.74,0.83,4,210,3,0,0,0,支持部,低
10732,0.89,0.57,4,176,4,0,0,0,支持部,高
10733,0.28,0.95,5,191,3,0,0,0,支持部,高
10734,0.61,0.9,3,224,3,0,0,0,支持部,低
10735,0.67,0.49,3,185,3,0,0,0,支持部,低
10736,0.86,0.64,3,245,4,0,0,0,支持部,高
10737,0.87,0.93,3,173,2,0,0,0,支持部,低
10738,0.7,0.95,4,231,3,0,0,0,支持部,中
10739,0.68,0.84,3,240,3,0,0,0,支持部,高
10740,0.69,0.75,5,196,3,0,0,0,支持部,中
10741,0.97,0.83,3,238,2,0,0,0,支持部,中
10742,0.62,0.89,4,241,2,0,0,0,技术部,中
10743,0.55,0.87,3,201,2,0,0,0,技术部,中
10744,0.61,0.73,3,242,3,0,0,0,技术部,高
10745,0.15,0.81,3,191,5,0,0,0,管理部,中
10746,0.84,0.86,3,199,3,0,0,0,IT部,中
10747,0.87,0.64,5,234,2,1,0,0,IT部,中
10748,0.93,0.86,4,192,4,0,0,0,IT部,高
10749,0.14,0.73,6,237,5,0,0,0,IT部,中
10750,0.96,0.7,3,207,3,0,0,0,IT部,高
10751,0.41,0.63,2,145,2,0,0,0,产品开发部,低
10752,0.84,0.96,6,155,5,0,0,0,产品开发部,中
10753,0.94,0.69,5,145,2,0,0,0,产品开发部,中
10754,0.6,0.86,6,247,6,0,0,0,产品开发部,中
10755,0.7,0.73,4,182,3,0,0,0,IT部,中
10756,0.29,0.91,4,183,4,0,0,0,研发部,低
10757,0.31,0.51,2,146,3,0,0,0,研发部,低
10758,0.73,0.99,3,241,3,0,0,0,研发部,低
10759,0.51,0.52,5,241,3,1,0,0,研发部,低
10760,0.58,0.77,4,140,3,0,0,0,研发部,低
10761,0.59,0.97,3,247,3,0,0,0,市场部,低
10762,0.95,0.9,3,186,2,0,0,0,市场部,低
10763,0.84,0.93,3,159,3,0,0,0,销售部,低
10764,0.28,0.37,3,164,4,1,0,0,财务部,低
10765,0.94,0.52,4,217,6,1,0,0,支持部,低
10766,0.49,0.59,4,137,4,0,0,0,技术部,高
10767,0.72,0.5,4,164,2,1,0,0,管理部,低
10768,0.19,0.85,5,249,3,0,0,0,市场部,低
10769,0.83,0.95,3,244,2,0,0,0,市场部,低
10770,0.79,0.92,4,208,2,1,0,0,市场部,低
10771,0.72,0.61,3,175,3,0,0,0,销售部,高
10772,0.97,0.74,4,209,2,0,0,0,销售部,低
10773,0.92,0.83,4,248,4,0,0,0,销售部,低
10774,0.95,0.53,3,244,3,0,0,0,销售部,低
10775,0.76,0.64,4,234,2,0,0,0,销售部,高
10776,0.24,0.62,5,199,4,0,0,0,销售部,低
10777,0.89,0.99,4,205,2,0,0,1,销售部,中
10778,0.69,0.63,5,140,4,0,0,1,销售部,高
10779,0.92,0.98,3,247,3,0,0,1,销售部,中
10780,0.79,0.61,4,227,2,0,0,1,销售部,高
10781,0.87,0.94,4,189,3,0,0,1,销售部,中
10782,0.89,0.88,5,241,2,1,0,0,销售部,中
10783,0.75,0.77,5,199,4,0,0,0,销售部,中
10784,0.78,0.6,4,206,3,0,0,0,销售部,中
10785,0.13,0.62,5,248,3,0,0,0,销售部,中
10786,0.94,0.86,3,221,3,1,0,0,销售部,中
10787,0.94,0.88,4,242,2,0,0,0,销售部,中
10788,0.67,0.6,5,243,6,0,0,0,销售部,中
10789,0.6,0.73,5,241,3,0,0,0,销售部,高
10790,0.62,0.94,4,242,4,0,0,0,财务部,低
10791,0.38,0.52,2,171,3,0,0,0,财务部,中
10792,0.8,0.77,4,194,3,0,0,0,财务部,中
10793,0.61,0.42,3,104,2,0,0,0,人力资源部,中
10794,0.61,0.56,4,176,3,0,0,0,人力资源部,中
10795,0.66,0.8,4,192,3,0,0,0,人力资源部,中
10796,0.56,0.74,3,154,2,0,0,0,人力资源部,中
10797,1,0.55,4,186,4,1,0,0,技术部,中
10798,0.73,0.86,3,200,4,0,0,0,技术部,中
10799,0.6,0.66,4,132,4,0,0,0,技术部,中
10800,0.78,0.59,5,236,3,0,0,0,技术部,高
10801,0.48,0.53,3,211,4,0,0,0,技术部,低
10802,0.9,0.77,4,243,2,0,0,0,技术部,低
10803,0.16,0.76,4,223,4,0,0,0,技术部,低
10804,0.5,0.75,3,204,2,0,0,0,技术部,高
10805,0.66,0.65,3,196,3,1,0,0,技术部,低
10806,0.44,0.37,2,219,2,0,0,0,技术部,低
10807,0.95,0.67,4,241,3,0,0,0,技术部,低
10808,0.9,0.65,3,244,2,0,0,0,支持部,高
10809,0.27,0.48,4,185,2,0,0,0,支持部,低
10810,0.51,0.74,6,98,3,0,0,0,支持部,低
10811,0.68,0.76,3,240,4,0,0,0,支持部,低
10812,0.97,0.93,5,137,2,1,0,0,支持部,低
10813,0.91,0.75,4,159,3,1,0,0,支持部,低
10814,0.76,0.88,5,245,4,0,0,0,支持部,低
10815,0.88,0.61,4,177,4,1,0,0,支持部,低
10816,0.83,0.73,4,247,2,0,0,0,支持部,中
10817,0.78,0.54,3,161,3,0,0,0,支持部,中
10818,0.52,0.38,2,103,3,0,0,0,支持部,中
10819,0.63,0.49,4,151,3,0,0,0,技术部,中
10820,0.9,0.74,3,193,3,0,0,0,技术部,中
10821,0.48,0.58,3,194,3,0,0,0,技术部,中
10822,0.7,0.6,5,208,3,0,0,0,管理部,中
10823,0.68,0.66,4,229,3,0,0,0,IT部,中
10824,0.7,0.87,3,166,2,0,0,0,IT部,中
10825,0.77,0.5,3,141,3,0,0,0,IT部,中
10826,0.73,0.93,3,249,2,0,0,0,IT部,中
10827,0.87,0.48,4,244,3,0,0,0,IT部,中
10828,0.65,0.98,3,242,2,0,0,0,产品开发部,高
10829,0.62,0.7,2,134,3,0,0,0,产品开发部,低
10830,0.53,0.51,3,244,2,1,0,0,产品开发部,中
10831,0.59,0.39,5,200,4,0,0,0,产品开发部,中
10832,0.87,0.72,2,154,3,0,0,0,IT部,中
10833,0.47,0.53,3,111,4,0,0,0,研发部,中
10834,0.96,0.81,3,247,3,0,0,0,研发部,低
10835,0.79,0.74,3,169,3,0,0,0,研发部,低
10836,0.84,0.6,3,240,3,1,0,0,研发部,低
10837,0.68,0.49,3,178,3,1,0,0,研发部,低
10838,0.86,0.66,4,241,3,0,0,0,研发部,低
10839,0.73,0.98,5,242,2,0,0,0,市场部,低
10840,0.9,0.67,2,229,4,0,0,0,销售部,低
10841,0.63,0.64,3,180,3,0,0,0,财务部,低
10842,0.71,0.72,3,241,2,0,0,0,支持部,低
10843,0.71,0.68,5,226,3,0,0,0,技术部,低
10844,0.95,0.62,4,150,2,0,0,0,管理部,低
10845,0.51,0.86,4,240,3,1,0,0,市场部,低
10846,0.77,0.91,4,161,3,0,0,0,市场部,低
10847,0.48,0.51,3,136,3,0,0,0,市场部,低
10848,0.93,0.91,2,238,2,1,0,0,销售部,低
10849,0.83,0.86,4,98,4,0,0,0,销售部,低
10850,0.61,0.73,5,156,4,0,0,0,销售部,低
10851,0.97,0.89,4,248,2,0,0,0,销售部,低
10852,0.5,0.81,3,170,2,0,0,0,销售部,低
10853,0.84,0.54,3,245,3,0,0,0,销售部,低
10854,0.58,0.38,4,203,5,0,0,0,销售部,低
10855,0.59,0.72,3,182,3,0,0,0,销售部,中
10856,0.77,0.83,3,175,3,0,0,1,销售部,中
10857,0.78,0.4,4,145,5,1,0,1,销售部,中
10858,0.6,0.96,4,220,3,1,0,1,销售部,中
10859,0.53,0.77,4,249,2,1,0,1,销售部,中
10860,0.73,0.69,3,228,2,0,0,1,销售部,中
10861,0.76,0.94,3,189,3,0,0,0,销售部,中
10862,0.12,0.61,6,247,3,0,0,0,销售部,中
10863,0.2,0.98,3,180,6,0,0,0,销售部,中
10864,0.5,0.77,4,180,3,0,0,0,销售部,中
10865,0.79,0.65,5,215,2,1,0,0,销售部,中
10866,0.96,0.68,3,132,2,0,0,0,销售部,中
10867,0.26,0.69,5,213,2,0,0,0,财务部,高
10868,0.8,0.72,4,173,3,0,0,0,财务部,低
10869,0.43,0.71,3,186,2,0,0,0,财务部,中
10870,0.87,0.71,4,157,2,0,0,0,人力资源部,中
10871,0.63,0.75,4,175,4,0,0,0,人力资源部,中
10872,0.58,0.48,3,135,3,1,0,0,人力资源部,中
10873,0.2,0.42,4,246,5,0,0,0,人力资源部,低
10874,0.62,0.71,4,248,3,0,0,0,技术部,低
10875,0.91,0.94,5,159,3,0,0,0,技术部,低
10876,0.66,0.91,3,191,4,0,0,0,技术部,低
10877,0.53,0.81,3,245,2,0,0,0,技术部,低
10878,0.52,0.98,5,217,2,1,0,0,技术部,低
10879,1,0.88,6,201,4,0,0,0,技术部,低
10880,0.73,0.67,4,205,3,0,0,0,技术部,低
10881,0.65,0.67,3,240,2,1,0,0,技术部,低
10882,0.5,0.95,5,137,3,0,0,0,技术部,低
10883,0.94,0.59,4,241,2,0,0,0,技术部,低
10884,0.48,0.86,5,198,4,0,0,0,技术部,低
10885,0.67,0.87,5,244,2,0,0,0,支持部,低
10886,0.73,0.94,4,242,3,0,0,0,支持部,低
10887,0.63,0.71,4,244,2,0,0,0,支持部,低
10888,0.84,0.84,4,246,3,0,0,0,支持部,低
10889,0.2,0.94,6,191,5,0,0,0,支持部,低
10890,0.76,0.57,3,148,3,1,0,0,支持部,低
10891,0.55,0.54,3,233,2,0,0,0,支持部,低
10892,0.8,0.55,4,178,2,1,0,0,支持部,低
10893,0.64,0.91,3,165,3,1,0,0,支持部,低
10894,0.59,0.97,5,179,6,0,0,0,支持部,中
10895,0.92,0.98,3,149,3,0,0,0,支持部,中
10896,0.75,0.76,3,249,2,1,0,0,技术部,中
10897,0.69,0.74,5,227,2,0,0,0,技术部,中
10898,0.82,0.93,3,247,3,0,0,0,技术部,中
10899,0.88,0.85,3,220,3,0,0,0,管理部,中
10900,0.89,0.91,3,233,2,0,0,0,IT部,中
10901,1,0.79,5,171,5,0,0,0,IT部,中
10902,0.66,0.91,4,234,2,1,0,0,IT部,中
10903,0.76,0.92,3,176,2,0,0,0,IT部,中
10904,0.8,0.62,5,190,4,1,0,0,IT部,中
10905,0.58,0.86,4,168,2,0,0,0,产品开发部,中
10906,0.73,0.93,3,205,3,0,0,0,产品开发部,高
10907,1,0.73,5,189,3,1,0,0,产品开发部,低
10908,0.18,0.9,4,242,4,0,0,0,产品开发部,中
10909,0.47,0.46,2,152,2,0,0,0,IT部,中
10910,0.92,0.64,4,217,4,0,0,0,研发部,中
10911,0.51,0.5,4,130,3,0,0,0,研发部,中
10912,0.81,0.62,4,153,4,0,0,0,研发部,低
10913,0.52,0.57,3,240,3,0,0,0,研发部,低
10914,0.95,0.96,3,220,3,0,0,0,研发部,低
10915,0.93,0.64,4,243,3,0,0,0,研发部,低
10916,0.98,0.67,4,209,6,0,0,0,市场部,低
10917,0.79,0.79,4,231,2,0,0,0,销售部,低
10918,0.99,0.73,4,240,4,0,0,0,财务部,低
10919,0.64,0.9,5,246,3,0,0,0,支持部,低
10920,0.54,0.44,3,153,2,0,0,0,技术部,低
10921,0.79,0.59,4,187,2,0,0,0,管理部,低
10922,0.55,0.98,4,185,2,1,0,0,市场部,低
10923,0.18,0.81,4,147,4,0,0,0,市场部,低
10924,0.56,0.81,4,188,3,1,0,0,市场部,低
10925,0.92,0.67,2,242,2,0,0,0,销售部,低
10926,0.99,0.75,4,163,2,0,0,0,销售部,低
10927,0.77,0.85,4,189,2,0,0,0,销售部,低
10928,0.49,0.52,3,156,2,0,0,0,销售部,低
10929,0.98,0.58,3,183,3,0,0,0,销售部,低
10930,0.18,0.54,6,209,5,1,0,0,销售部,低
10931,0.8,0.82,4,241,4,0,0,0,销售部,低
10932,0.81,0.77,5,241,2,0,0,0,销售部,低
10933,0.13,0.61,5,198,5,0,0,0,销售部,中
10934,0.58,0.97,3,244,4,1,0,1,销售部,中
10935,0.75,0.63,4,209,3,0,0,1,销售部,中
10936,0.8,0.94,4,241,4,0,0,1,销售部,中
10937,0.78,0.6,4,143,2,0,0,1,销售部,中
10938,0.92,0.6,5,236,3,1,0,1,销售部,中
10939,0.85,0.98,5,222,3,0,0,1,销售部,中
10940,0.52,0.63,3,233,3,0,0,1,销售部,中
10941,0.95,0.84,3,240,3,1,0,1,销售部,中
10942,0.81,0.92,5,248,3,0,0,1,销售部,中
10943,0.16,0.82,6,202,4,1,0,1,销售部,中
10944,0.91,0.74,3,150,2,0,0,0,财务部,中
10945,0.62,0.51,4,193,3,0,0,0,财务部,高
10946,0.24,0.42,5,210,5,0,0,0,财务部,低
10947,0.88,0.51,3,208,3,0,0,0,人力资源部,中
10948,0.94,0.73,3,196,3,0,0,0,人力资源部,中
10949,0.76,0.79,5,187,4,0,0,0,人力资源部,中
10950,0.49,0.67,3,140,2,0,0,0,人力资源部,中
10951,0.93,0.9,4,246,4,0,0,0,技术部,低
10952,0.92,0.66,4,113,3,0,0,0,技术部,低
10953,0.19,0.94,4,196,5,0,0,0,技术部,低
10954,0.66,0.76,3,170,3,0,0,0,技术部,低
10955,0.16,0.94,4,241,6,0,0,0,技术部,低
10956,0.83,0.99,5,132,3,0,0,0,技术部,低
10957,0.69,0.53,3,153,3,0,0,0,技术部,低
10958,0.82,0.53,3,147,3,1,0,0,技术部,低
10959,0.88,0.72,5,244,2,0,0,0,技术部,低
10960,0.31,0.42,4,108,4,0,0,0,技术部,低
10961,0.83,0.49,4,218,2,0,0,0,技术部,低
10962,0.94,0.52,5,133,3,0,0,0,支持部,低
10963,0.65,0.79,5,233,3,0,0,0,支持部,低
10964,0.6,0.6,4,147,3,0,0,0,支持部,低
10965,0.52,0.43,3,176,3,0,0,0,支持部,低
10966,0.66,0.89,4,169,4,0,0,0,支持部,低
10967,0.87,0.87,4,144,3,0,0,0,支持部,低
10968,0.2,0.99,5,151,3,1,0,0,支持部,低
10969,0.63,0.91,4,242,3,1,0,0,支持部,中
10970,0.69,0.98,4,180,3,0,0,0,支持部,中
10971,0.48,0.61,3,241,3,0,0,0,支持部,中
10972,0.8,0.8,4,243,4,0,0,0,支持部,中
10973,0.89,0.74,5,240,6,0,0,0,技术部,中
10974,0.67,0.63,3,227,3,0,0,0,技术部,中
10975,0.37,0.86,6,240,3,0,0,0,技术部,中
10976,0.93,0.61,5,158,3,0,0,0,管理部,中
10977,0.69,0.52,3,186,3,0,0,0,IT部,中
10978,0.16,0.61,4,171,6,0,0,0,IT部,中
10979,0.81,0.55,3,199,2,1,0,0,IT部,中
10980,0.97,0.63,5,248,2,0,0,0,IT部,中
10981,0.77,0.59,4,243,2,0,0,0,IT部,高
10982,0.75,0.78,2,249,3,0,0,0,产品开发部,低
10983,0.88,0.82,3,245,3,0,0,0,产品开发部,中
10984,0.43,0.51,5,168,4,0,0,0,产品开发部,中
10985,0.99,0.99,4,163,4,0,0,0,产品开发部,中
10986,0.59,0.65,5,245,3,0,0,0,IT部,中
10987,0.89,0.71,4,190,3,0,0,0,研发部,低
10988,0.54,0.73,3,157,3,0,0,0,研发部,低
10989,0.32,0.86,4,246,4,0,0,0,研发部,低
10990,0.17,0.55,6,240,6,0,0,0,研发部,低
10991,0.78,0.55,3,143,3,0,0,0,研发部,低
10992,0.73,0.68,3,121,5,0,0,0,研发部,低
10993,0.65,0.76,2,170,5,0,0,0,IT部,低
10994,0.8,0.71,4,161,4,0,0,0,IT部,低
10995,0.61,0.86,3,239,3,0,0,0,IT部,低
10996,0.67,0.49,3,224,3,0,0,0,IT部,低
10997,0.63,0.57,3,242,3,0,0,0,产品开发部,低
10998,0.51,0.58,4,140,2,1,0,0,产品开发部,低
10999,0.82,0.59,5,170,3,0,0,0,产品开发部,低
11000,0.79,0.67,5,156,2,0,0,0,产品开发部,低
11001,0.49,0.6,2,113,5,0,0,0,IT部,低
11002,0.7,0.59,3,138,3,0,0,0,研发部,低
11003,0.13,0.5,3,137,5,0,0,0,研发部,低
11004,0.83,0.52,5,217,3,0,0,0,研发部,低
11005,0.83,0.91,3,155,3,0,0,0,研发部,低
11006,0.19,0.83,5,240,4,0,0,0,研发部,低
11007,0.8,0.81,5,248,2,1,0,0,研发部,低
11008,0.49,0.67,2,190,8,0,0,0,市场部,中
11009,0.92,0.99,3,176,8,0,0,0,销售部,中
11010,0.81,0.55,4,217,8,0,0,0,财务部,中
11011,0.62,0.91,3,249,8,0,0,0,支持部,中
11012,0.21,0.7,3,238,8,0,0,0,技术部,中
11013,0.95,0.74,5,243,6,0,0,0,管理部,中
11014,0.51,0.8,4,198,6,0,0,0,市场部,中
11015,0.52,0.89,3,188,6,0,0,0,市场部,中
11016,0.64,0.56,3,247,6,0,0,0,市场部,中
11017,0.62,0.79,4,248,6,0,0,0,销售部,中
11018,0.73,0.88,5,233,4,1,0,0,销售部,中
11019,0.32,0.86,4,214,5,0,0,0,销售部,中
11020,0.78,0.96,2,245,3,0,0,0,销售部,高
11021,0.65,0.91,4,224,2,1,0,0,销售部,低
11022,0.56,0.92,4,224,3,0,0,0,销售部,中
11023,0.96,0.89,3,142,4,0,0,0,销售部,中
11024,0.79,0.82,4,220,3,0,0,0,销售部,中
11025,0.66,0.58,4,244,3,0,0,0,销售部,中
11026,0.67,0.68,4,171,3,0,0,0,销售部,低
11027,0.86,0.82,4,244,2,1,0,0,销售部,低
11028,0.57,0.72,4,214,2,1,0,0,销售部,低
11029,0.86,0.87,5,171,2,0,0,0,销售部,低
11030,0.52,0.59,5,150,2,0,0,0,销售部,低
11031,0.73,0.61,4,240,2,1,0,0,销售部,低
11032,0.78,0.63,5,249,3,0,0,0,销售部,低
11033,0.95,0.63,3,153,2,0,0,0,销售部,低
11034,0.75,0.61,3,243,3,0,0,0,销售部,低
11035,0.83,0.52,2,149,2,1,0,0,销售部,低
11036,0.48,1,4,241,3,0,0,0,财务部,低
11037,0.3,0.58,2,189,4,1,0,0,财务部,低
11038,0.72,0.85,5,237,4,0,0,0,财务部,低
11039,0.61,0.52,3,224,3,0,0,0,人力资源部,低
11040,0.31,0.87,6,240,3,1,0,0,人力资源部,低
11041,0.62,0.81,3,245,2,1,0,0,人力资源部,低
11042,0.48,0.49,3,248,3,0,0,0,人力资源部,低
11043,0.97,0.89,4,208,2,1,0,0,技术部,低
11044,0.61,0.83,4,153,2,0,0,0,技术部,低
11045,0.93,0.99,3,169,3,0,0,0,技术部,低
11046,0.89,0.39,5,218,2,0,0,0,技术部,低
11047,0.95,0.9,3,155,3,0,0,0,技术部,中
11048,0.36,0.44,5,155,3,0,0,0,技术部,中
11049,0.29,0.39,6,105,6,0,0,0,技术部,中
11050,0.65,0.83,4,241,2,0,0,0,技术部,中
11051,0.72,0.54,4,219,2,0,0,0,技术部,中
11052,0.51,0.56,4,198,2,1,0,0,技术部,中
11053,0.54,0.53,4,158,2,0,0,0,技术部,中
11054,0.66,0.58,3,157,2,0,0,0,支持部,中
11055,0.59,0.54,4,178,2,0,0,0,支持部,中
11056,0.45,0.48,3,145,2,0,0,0,支持部,中
11057,0.15,0.91,5,230,3,0,0,0,支持部,中
11058,0.95,0.53,3,174,3,0,0,0,支持部,中
11059,0.49,0.59,5,140,3,0,0,0,支持部,高
11060,0.68,0.97,3,174,2,0,0,0,支持部,低
11061,0.7,0.76,4,173,2,0,0,0,支持部,中
11062,0.9,0.73,2,203,4,0,0,0,支持部,中
11063,0.94,0.95,5,170,3,0,0,0,支持部,中
11064,0.8,0.86,3,203,3,0,0,0,支持部,中
11065,0.59,0.53,5,169,3,0,0,0,技术部,低
11066,0.43,0.96,3,109,6,0,0,0,技术部,低
11067,0.7,0.54,5,243,3,0,0,0,技术部,低
11068,0.51,0.62,4,185,3,0,0,0,管理部,低
11069,0.12,0.49,4,191,5,0,0,0,IT部,低
11070,0.14,0.56,5,249,4,1,0,0,IT部,低
11071,0.86,0.91,4,243,3,0,0,0,IT部,低
11072,0.97,0.5,3,216,3,0,0,0,IT部,低
11073,1,0.86,2,244,3,0,0,0,IT部,中
11074,0.49,0.63,3,181,3,1,0,0,产品开发部,中
11075,0.9,0.93,3,209,3,0,0,0,产品开发部,中
11076,0.82,0.89,4,239,2,0,0,0,产品开发部,中
11077,0.59,0.48,3,197,3,0,0,0,产品开发部,中
11078,0.97,0.57,4,150,2,0,0,0,IT部,中
11079,0.69,0.88,3,164,10,0,0,0,管理部,中
11080,0.73,0.84,3,216,8,0,0,0,管理部,中
11081,0.48,0.74,2,241,8,1,0,0,管理部,中
11082,0.94,0.49,4,176,8,0,0,0,管理部,中
11083,0.74,0.73,3,156,8,0,0,0,管理部,中
11084,0.65,0.63,4,143,8,0,0,0,管理部,中
11085,0.93,0.94,4,233,6,0,0,0,IT部,中
11086,0.57,0.67,3,138,6,1,0,0,IT部,中
11087,0.9,0.49,3,249,6,0,0,0,IT部,中
11088,0.55,0.86,4,169,6,0,0,0,IT部,中
11089,0.59,0.73,3,172,6,0,0,0,产品开发部,中
11090,0.72,0.98,4,156,3,0,0,0,产品开发部,中
11091,0.87,0.52,4,140,3,0,0,0,产品开发部,中
11092,0.86,0.82,4,212,2,0,0,0,产品开发部,中
11093,0.61,0.5,4,249,3,0,0,0,IT部,中
11094,0.45,0.63,5,111,5,0,0,0,管理部,中
11095,0.51,0.63,4,198,2,0,0,0,管理部,中
11096,0.87,0.92,4,243,3,0,0,0,管理部,中
11097,0.29,0.38,5,191,5,0,0,0,管理部,中
11098,0.57,0.64,3,188,3,0,0,0,管理部,中
11099,0.69,0.83,4,242,3,0,0,0,管理部,中
11100,0.61,0.9,2,142,3,0,0,0,市场部,高
11101,0.96,0.85,4,247,3,0,0,0,销售部,高
11102,0.16,0.61,6,249,2,0,0,0,财务部,高
11103,0.96,0.82,4,244,3,0,0,0,支持部,高
11104,0.77,0.81,4,164,3,0,0,0,技术部,高
11105,0.85,0.87,6,232,5,0,0,0,管理部,高
11106,0.37,0.49,3,177,3,0,0,0,市场部,高
11107,0.68,0.65,3,173,3,1,0,0,市场部,高
11108,0.87,0.6,5,165,2,1,0,0,市场部,高
11109,0.95,0.8,3,225,2,0,0,0,销售部,高
11110,0.84,0.63,3,121,3,1,0,0,销售部,低
11111,0.44,0.51,2,219,4,0,0,0,销售部,低
11112,0.94,0.73,4,204,2,0,0,0,销售部,低
11113,0.85,0.94,5,235,4,0,0,0,销售部,低
11114,0.75,0.51,2,215,2,1,0,0,销售部,低
11115,0.76,0.67,5,243,3,0,0,0,销售部,低
11116,0.13,0.97,4,162,6,0,0,0,销售部,低
11117,0.6,0.79,4,242,3,0,0,0,销售部,低
11118,0.45,0.55,4,206,2,0,0,0,销售部,低
11119,0.49,1,2,125,4,1,0,0,销售部,低
11120,0.19,0.36,3,167,5,0,0,0,销售部,低
11121,0.68,0.89,5,218,5,0,0,0,销售部,低
11122,0.53,0.91,5,181,3,0,0,0,销售部,低
11123,1,0.77,5,249,3,0,0,0,销售部,低
11124,0.99,0.86,3,167,2,0,0,0,销售部,低
11125,0.29,0.75,6,241,10,0,0,0,销售部,中
11126,0.54,0.83,4,201,8,1,0,0,销售部,中
11127,0.25,0.9,6,229,8,0,0,0,销售部,中
11128,0.71,0.76,4,148,8,0,0,0,财务部,中
11129,0.96,0.84,3,147,8,0,0,0,财务部,中
11130,0.8,0.9,4,211,8,0,0,0,财务部,中
11131,0.82,0.87,5,145,6,0,0,0,人力资源部,中
11132,0.19,0.97,6,249,6,0,0,0,人力资源部,中
11133,0.43,0.74,4,129,6,0,0,0,人力资源部,中
11134,0.62,0.84,3,240,6,0,0,0,人力资源部,中
11135,0.75,0.85,3,240,6,0,0,0,技术部,中
11136,0.56,0.48,5,192,2,1,0,0,技术部,中
11137,0.88,0.91,4,233,4,0,0,0,技术部,高
11138,0.63,0.57,4,192,3,0,0,0,技术部,高
11139,0.75,0.93,3,247,2,0,0,0,技术部,高
11140,0.74,1,4,192,4,0,0,0,技术部,高
11141,0.55,0.68,3,178,3,1,0,0,技术部,高
11142,0.87,0.55,4,197,3,0,0,0,技术部,高
11143,0.13,0.9,5,244,6,0,0,0,技术部,高
11144,0.33,0.64,2,244,3,1,0,0,技术部,高
11145,0.89,0.97,4,147,2,0,0,0,技术部,低
11146,0.56,0.94,3,154,3,1,0,0,支持部,低
11147,0.95,0.61,3,224,2,1,0,0,支持部,低
11148,0.57,0.59,4,240,2,0,0,0,支持部,低
11149,0.72,0.53,3,179,3,0,0,0,支持部,低
11150,0.28,0.44,4,170,2,0,0,0,支持部,低
11151,0.54,0.61,4,118,5,0,0,0,支持部,低
11152,0.54,0.95,4,246,3,0,0,0,支持部,低
11153,0.99,0.8,3,209,2,0,0,0,支持部,中
11154,0.37,0.69,2,146,3,0,0,0,支持部,中
11155,0.77,0.87,3,245,4,1,0,0,支持部,中
11156,0.7,0.88,4,180,2,0,0,0,支持部,中
11157,0.8,0.74,3,228,3,0,0,0,技术部,中
11158,0.52,0.63,3,204,3,0,0,0,技术部,中
11159,0.69,0.55,3,172,2,0,0,0,技术部,中
11160,0.6,0.62,5,244,3,0,0,0,管理部,中
11161,0.74,0.64,3,136,2,0,0,0,IT部,中
11162,0.69,0.82,4,242,3,1,0,0,IT部,中
11163,0.78,0.89,4,137,3,0,0,0,IT部,中
11164,0.77,0.75,4,191,3,0,0,0,IT部,中
11165,0.91,0.68,4,132,4,0,0,0,IT部,中
11166,0.54,0.68,6,249,5,0,0,0,产品开发部,中
11167,0.48,0.77,6,244,6,0,0,0,产品开发部,中
11168,0.55,0.96,3,194,3,0,0,0,产品开发部,中
11169,0.17,0.36,6,191,2,0,0,0,产品开发部,中
11170,0.77,0.83,5,216,4,0,0,0,IT部,中
11171,0.93,0.98,3,241,3,0,0,0,IT部,中
11172,0.65,0.91,4,243,5,1,0,0,IT部,中
11173,0.67,0.52,4,207,3,0,0,0,IT部,中
11174,0.95,0.88,3,199,3,0,0,0,IT部,中
11175,0.61,0.97,6,246,4,0,0,0,产品开发部,中
11176,0.57,0.39,4,132,3,0,0,0,产品开发部,高
11177,0.65,1,4,229,4,0,0,0,产品开发部,低
11178,0.85,0.81,4,240,3,0,0,0,产品开发部,中
11179,0.61,0.96,3,214,2,0,0,0,IT部,中
11180,0.65,0.9,6,217,4,1,0,1,研发部,中
11181,0.92,0.93,4,225,2,0,0,1,研发部,中
11182,0.37,0.41,2,113,3,0,0,1,研发部,中
